symbol,action_day,trading_day,time,status,prev_close,open,high,low,close,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_price_10,ask_volume_1,ask_volume_2,ask_volume_3,ask_volume_4,ask_volume_5,ask_volume_6,ask_volume_7,ask_volume_8,ask_volume_9,ask_volume_10,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_price_10,bid_volume_1,bid_volume_2,bid_volume_3,bid_volume_4,bid_volume_5,bid_volume_6,bid_volume_7,bid_volume_8,bid_volume_9,bid_volume_10,num_trades,volume,turnover,total_bid_volume,total_ask_volume,weighted_avg_bid_price,weighted_avg_ask_price,iopv,yield_to_maturity,limit_up,limit_down,prefix,syl1,syl2,sd2,trade_flag,after_price,after_volume,after_turnover,after_match_items,datetime
000004.SZ,20240308,20240308,91012000,83,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091012000
000004.SZ,20240308,20240308,91112000,83,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091112000
000004.SZ,20240308,20240308,91212000,83,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091212000
000004.SZ,20240308,20240308,91312000,83,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091312000
000004.SZ,20240308,20240308,91412000,83,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091412000
000004.SZ,20240308,20240308,91500000,79,13.110000,0.000000,0.000000,0.000000,0.000000,12.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46000,0,0,0,0,0,0,0,0,0,12.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46000,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091500000
000004.SZ,20240308,20240308,91509000,79,13.110000,0.000000,0.000000,0.000000,0.000000,12.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49600,0,0,0,0,0,0,0,0,0,12.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49600,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091509000
000004.SZ,20240308,20240308,91536000,79,13.110000,0.000000,0.000000,0.000000,0.000000,12.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44400,0,0,0,0,0,0,0,0,0,12.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44400,6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091536000
000004.SZ,20240308,20240308,91545000,79,13.110000,0.000000,0.000000,0.000000,0.000000,12.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42700,0,0,0,0,0,0,0,0,0,12.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42700,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091545000
000004.SZ,20240308,20240308,91621000,79,13.110000,0.000000,0.000000,0.000000,0.000000,12.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42900,0,0,0,0,0,0,0,0,0,12.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42900,8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091621000
000004.SZ,20240308,20240308,91648000,79,13.110000,0.000000,0.000000,0.000000,0.000000,12.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46400,0,0,0,0,0,0,0,0,0,12.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46400,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091648000
000004.SZ,20240308,20240308,91733000,79,13.110000,0.000000,0.000000,0.000000,0.000000,12.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54100,0,0,0,0,0,0,0,0,0,12.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54100,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091733000
000004.SZ,20240308,20240308,91751000,79,13.110000,0.000000,0.000000,0.000000,0.000000,12.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54100,0,0,0,0,0,0,0,0,0,12.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54100,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091751000
000004.SZ,20240308,20240308,91809000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24400,0,0,0,0,0,0,0,0,0,13.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091809000
000004.SZ,20240308,20240308,91845000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26300,0,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26300,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091845000
000004.SZ,20240308,20240308,91921000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31800,0,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31800,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091921000
000004.SZ,20240308,20240308,91939000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34400,8200,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091939000
000004.SZ,20240308,20240308,91948000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35900,6700,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308091948000
000004.SZ,20240308,20240308,92000000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35900,7300,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092000000
000004.SZ,20240308,20240308,92009000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35900,8400,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092009000
000004.SZ,20240308,20240308,92018000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36200,8100,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092018000
000004.SZ,20240308,20240308,92027000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36200,20600,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092027000
000004.SZ,20240308,20240308,92036000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42000,14800,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092036000
000004.SZ,20240308,20240308,92054000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44200,12600,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092054000
000004.SZ,20240308,20240308,92103000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45100,11700,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092103000
000004.SZ,20240308,20240308,92121000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45200,11600,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092121000
000004.SZ,20240308,20240308,92139000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46800,10200,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092139000
000004.SZ,20240308,20240308,92148000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47300,9700,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092148000
000004.SZ,20240308,20240308,92157000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47800,9200,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092157000
000004.SZ,20240308,20240308,92206000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48400,9000,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092206000
000004.SZ,20240308,20240308,92215000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48900,9600,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092215000
000004.SZ,20240308,20240308,92224000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48900,9800,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092224000
000004.SZ,20240308,20240308,92233000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51400,13600,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092233000
000004.SZ,20240308,20240308,92242000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51900,15300,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092242000
000004.SZ,20240308,20240308,92251000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52900,15300,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092251000
000004.SZ,20240308,20240308,92300000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54400,15400,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092300000
000004.SZ,20240308,20240308,92318000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62000,9800,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092318000
